Date_Stamp,Price,Open,High,Low,Change %
2016-05-03,43.65,44.92,45.35,43.32,-2.52
2016-05-02,44.78,45.9,46.15,44.54,-2.48
2016-04-29,45.92,45.9,46.78,45.24,-0.24
2016-04-28,46.03,45.3,46.14,44.94,1.54
2016-04-27,45.33,44.64,45.62,43.77,2.93
2016-04-26,44.04,42.96,44.83,42.5,3.28
2016-04-25,42.64,43.75,44.04,42.58,-2.49
2016-04-22,43.73,43.42,44.45,43.11,1.27
2016-04-21,43.18,43.97,44.49,43.05,1.29
2016-04-20,42.63,40.8,42.91,39.85,3.77
2016-04-19,41.08,40.04,41.53,39.58,3.27
2016-04-18,39.78,38.75,40.24,37.61,-1.44
2016-04-15,40.36,41.43,41.73,39.98,-2.75
2016-04-14,41.5,41.54,42.16,40.84,-0.62
2016-04-13,41.76,41.63,42.42,41.24,-0.97
2016-04-12,42.17,40.35,42.25,40.09,4.48
2016-04-11,40.36,39.72,40.75,39.25,1.61
2016-04-08,39.72,37.52,39.84,37.45,6.6
2016-04-07,37.26,37.76,38.3,36.69,-1.3
2016-04-06,37.75,36.52,37.9,36.43,5.18
2016-04-05,35.89,35.5,36.58,35.24,0.53
2016-04-04,35.7,36.61,37.21,35.46,-2.96
2016-04-01,36.79,38.14,38.56,36.63,-4.04
2016-03-31,38.34,38.3,39.04,37.57,0.05
2016-03-30,38.32,38.52,39.85,38.14,0.1
2016-03-29,38.28,39.32,39.48,37.91,-2.82
2016-03-28,39.39,39.55,40.14,38.86,-0.18
2016-03-24,39.46,39.73,39.77,38.33,-0.83
2016-03-23,39.79,41.19,41.34,39.67,-4
2016-03-22,41.45,41.59,41.9,40.77,3.86
2016-03-21,39.91,39.06,40.3,38.61,1.19
2016-03-18,39.44,40.25,41.2,39.15,-1.89
2016-03-17,40.2,38.59,40.36,38.47,4.52
2016-03-16,38.46,36.74,38.63,36.61,5.83
2016-03-15,36.34,37.37,37.4,35.96,-2.26
2016-03-14,37.18,38.17,38.77,36.68,-3.43
2016-03-11,38.5,37.99,39.02,37.92,1.74
2016-03-10,37.84,38.17,38.48,37.21,-1.18
2016-03-09,38.29,36.36,38.51,36.24,4.9
2016-03-08,36.5,37.94,38.39,36.12,-3.69
2016-03-07,37.9,36.2,38.11,36.09,5.51
2016-03-04,35.92,34.66,36.34,34.4,3.91
2016-03-03,34.57,34.73,35.32,34.19,-0.26
2016-03-02,34.66,33.89,35.17,33.55,0.76
2016-03-01,34.4,33.9,34.76,33.37,1.93
2016-02-29,33.75,32.72,33.98,32.32,2.96
2016-02-26,32.78,33.04,34.69,32.64,-0.88
2016-02-25,33.07,32.19,33.49,31.07,2.86
2016-02-24,32.15,31.28,32.4,30.56,0.88
2016-02-23,31.87,33.34,33.53,31.22,1.24
2016-02-22,31.48,29.72,32.05,29.48,6.21
2016-02-19,29.64,30.6,30.73,29.05,-3.67
2016-02-18,30.77,31.35,31.98,30.27,0.36
2016-02-17,30.66,29.14,31.49,28.73,5.58
2016-02-16,29.04,29.08,31.53,28.7,-5.11
2016-02-15,30.6,29.08,30.69,28.97,5.26
2016-02-14,29.08,29.06,29.18,28.97,-1.24
2016-02-12,29.44,27.3,29.66,26.95,12.32
2016-02-11,26.21,27.34,27.48,26.05,-4.52
2016-02-10,27.45,28.36,29.22,27.24,-1.75
2016-02-09,27.94,30.17,30.61,27.74,-5.89
2016-02-08,29.69,30.97,31.38,29.57,-3.88
2016-02-05,30.89,31.64,32.45,30.63,-2.62
2016-02-04,31.72,32.71,33.6,31.53,-1.73
2016-02-03,32.28,29.75,32.75,29.4,8.03
2016-02-02,29.88,31.37,31.53,29.57,-5.5
2016-02-01,31.62,33.83,34.18,31.29,-5.95
2016-01-29,33.62,33.7,34.4,32.65,1.2
2016-01-28,33.22,32.19,34.82,31.74,2.85
2016-01-27,32.3,30.55,32.84,30.14,2.7
2016-01-26,31.45,29.81,32.41,29.25,3.66
2016-01-25,30.34,32.05,32.74,29.68,-5.75
2016-01-22,32.19,29.84,32.35,29.53,9.01
2016-01-21,29.53,28.35,30.25,27.87,11.22
2016-01-20,26.55,28.33,28.58,26.19,-6.71
2016-01-19,28.46,29.2,30.21,28.21,-5.21
2016-01-18,30.02,29.76,30.88,29.67,0.94
2016-01-17,29.75,30.68,30.68,29.36,1.1
2016-01-15,29.42,31.18,31.18,29.13,-5.71
2016-01-14,31.2,30.6,31.77,30.28,2.36
2016-01-13,30.48,30.54,31.71,30.1,0.13
2016-01-12,30.44,31.11,32.21,29.93,-3.09
2016-01-11,31.41,32.94,33.2,30.88,-5.28
2016-01-08,33.16,33.3,34.34,32.64,-0.33
2016-01-07,33.27,34.09,34.26,32.1,-2.06
2016-01-06,33.97,36.18,36.39,33.77,-5.56
2016-01-05,35.97,36.9,37.1,35.74,-2.15
2016-01-04,36.76,37.6,38.39,36.33,-0.76
2015-12-31,37.04,36.81,37.79,36.22,1.2
2015-12-30,36.6,37.36,37.4,36.4,-3.35
2015-12-29,37.87,36.7,37.94,36.66,2.88
2015-12-28,36.81,38,38.09,36.6,-3.39
2015-12-24,38.1,37.86,38.28,37.38,1.6
2015-12-23,37.5,36.47,37.95,36.28,3.76
2015-12-22,36.14,35.8,36.54,35.66,4.03
2015-12-21,34.74,34.58,34.86,33.98,0.03
2015-12-18,34.73,34.87,35.57,34.29,-0.63
2015-12-17,34.95,35.8,35.84,34.63,-1.6
2015-12-16,35.52,36.79,37.35,35.29,-4.9
2015-12-15,37.35,36.32,37.88,36.03,2.86
2015-12-14,36.31,35.4,36.7,34.53,1.94
2015-12-11,35.62,36.63,36.84,35.16,-3.1
2015-12-10,36.76,37.27,37.54,36.38,-1.08
2015-12-09,37.16,37.86,38.99,36.87,-0.93
2015-12-08,37.51,37.68,38.58,36.64,-0.37
2015-12-07,37.65,40.1,40.15,37.5,-5.8
2015-12-04,39.97,41.31,42,39.6,-2.7
2015-12-03,41.08,40.15,41.78,40.07,2.85
2015-12-02,39.94,41.69,41.97,39.84,-4.56
2015-12-01,41.85,41.73,42.23,41.17,0.48
2015-11-30,41.65,41.77,42.61,41.5,-0.14
2015-11-27,41.71,43.25,43.3,41.67,-2.07
2015-11-26,42.59,43.08,43.29,42.3,-1.05
2015-11-25,43.04,42.69,43.25,41.72,0.4
2015-11-24,42.87,42.04,43.46,41.86,2.68
2015-11-23,41.75,41.49,42.75,40.41,3.37
2015-11-20,40.39,40.54,40.99,38.99,-0.37
2015-11-19,40.54,40.72,41.05,39.89,-0.52
2015-11-18,40.75,41.11,41.55,39.91,0.2
2015-11-17,40.67,41.96,42.03,40.58,-2.56
2015-11-16,41.74,40.92,42.25,40.06,2.45
2015-11-13,40.74,41.61,42.21,40.22,-2.42
2015-11-12,41.75,43.05,43.33,41.54,-2.75
2015-11-11,42.93,43.63,44.11,42.62,-2.9
2015-11-10,44.21,44.1,44.76,43.57,0.78
2015-11-09,43.87,44.52,45.12,43.64,-0.95
2015-11-06,44.29,45.41,45.64,44.11,-2.01
2015-11-05,45.2,46.57,46.65,45.12,-2.42
2015-11-04,46.32,47.74,48.28,46.17,-3.3
2015-11-03,47.9,46.11,48.36,45.96,3.81
2015-11-02,46.14,46.43,46.73,45.56,-0.97
2015-10-30,46.59,45.74,47.03,45.48,1.15
2015-10-29,46.06,46.06,46.79,45.16,0.26
2015-10-28,45.94,43.44,46.22,43.06,6.34
2015-10-27,43.2,43.78,43.91,42.58,-1.77
2015-10-26,43.98,44.74,44.94,43.64,-1.39
2015-10-23,44.6,45.44,45.75,44.2,-1.72
2015-10-22,45.38,45.27,46.1,44.9,0.4
2015-10-21,45.2,45.88,46.08,44.86,-0.77
2015-10-20,45.55,46.25,46.52,45.23,-0.74
2015-10-19,45.89,47.27,47.49,45.85,-2.9
2015-10-16,47.26,46.87,47.5,46.16,1.9
2015-10-15,46.38,46.28,47.02,45.23,-0.56
2015-10-14,46.64,46.69,46.96,45.94,-0.04
2015-10-13,46.66,47.46,48.43,46.44,-0.93
2015-10-12,47.1,49.51,50.13,47.04,-5.1
2015-10-09,49.63,49.69,50.92,49.17,0.4
2015-10-08,49.43,48.11,50.07,47.76,3.39
2015-10-07,47.81,49,49.71,47.7,-1.48
2015-10-06,48.53,46.2,49.08,45.73,4.91
2015-10-05,46.26,45.65,46.94,45.21,1.58
2015-10-02,45.54,45.07,45.81,43.97,1.79
2015-10-01,44.74,45.38,47.1,44.63,-0.78
2015-09-30,45.09,44.92,45.85,44.68,-0.31
2015-09-29,45.23,44.5,45.7,44.3,1.8
2015-09-28,44.43,45.38,45.5,44.3,-2.78
2015-09-25,45.7,45.05,46.38,44.86,1.76
2015-09-24,44.91,44.62,45.18,43.71,0.97
2015-09-23,44.48,46.54,47.15,44.41,-2.95
2015-09-22,45.83,46.45,46.48,45.14,-1.82
2015-09-21,46.68,44.97,46.74,44.69,4.48
2015-09-18,44.68,46.89,47.03,44.24,-4.73
2015-09-17,46.9,47.13,47.71,46.33,-0.53
2015-09-16,47.15,45.16,47.35,44.82,5.74
2015-09-15,44.59,44.11,45.25,43.92,1.34
2015-09-14,44,44.78,44.97,43.59,-1.41
2015-09-11,44.63,45.71,45.88,44.16,-2.81
2015-09-10,45.92,44.16,46.04,43.36,4.01
2015-09-09,44.15,45.79,46.26,44.05,-3.9
2015-09-08,45.94,45.82,46.41,44.14,2.77
2015-09-07,44.7,45.72,45.92,44.15,-2.23
2015-09-06,45.72,45.72,45.87,45.61,-0.72
2015-09-04,46.05,46.68,47.23,45.61,-1.5
2015-09-03,46.75,46.11,48.42,45.65,1.08
2015-09-02,46.25,44.26,46.77,43.21,1.85
2015-09-01,45.41,48.1,48.87,44.15,-7.7
2015-08-31,49.2,45,49.33,43.6,8.8
2015-08-28,45.22,42.68,45.9,41.78,6.25
2015-08-27,42.56,38.96,42.86,38.95,10.26
2015-08-26,38.6,39.69,39.86,38.52,-1.81
2015-08-25,39.31,38.18,39.89,38.16,2.8
2015-08-24,38.24,40.3,40.47,37.75,-5.46
2015-08-21,40.45,41.03,41.4,39.86,-1.68
2015-08-20,41.14,40.58,41.48,40.21,0.83
2015-08-19,40.8,42.41,42.68,40.4,-4.27
2015-08-18,42.62,41.88,42.9,41.43,1.79
2015-08-17,41.87,42.18,42.69,41.64,-1.48
2015-08-14,42.5,42.23,42.96,41.35,0.64
2015-08-13,42.23,43.34,43.72,41.91,-2.47
2015-08-12,43.3,43.27,43.87,42.8,0.51
2015-08-11,43.08,44.81,45.34,42.69,-4.18
2015-08-10,44.96,43.58,45.01,43.35,2.48
2015-08-07,43.87,44.82,45.16,43.7,-1.77
2015-08-06,44.66,45.16,45.27,44.2,-1.09
2015-08-05,45.15,45.96,46.7,44.83,-1.29
2015-08-04,45.74,45.35,46.23,45.29,1.26
2015-08-03,45.17,46.86,46.94,45.08,-4.14
2015-07-31,47.12,48.47,48.62,46.7,-2.89
2015-07-30,48.52,48.83,49.36,48.34,-0.55
2015-07-29,48.79,47.81,49.52,47.39,1.69
2015-07-28,47.98,47.02,48.44,46.68,1.24
2015-07-27,47.39,48,48.2,46.91,-1.56
2015-07-24,48.14,48.79,49.03,47.72,-0.64
2015-07-23,48.45,49.23,49.63,48.21,-1.5
2015-07-22,49.19,50.71,50.71,49.04,-2.32
2015-07-21,50.36,49.95,51.02,49.77,0.42
2015-07-20,50.15,50.76,51.26,49.85,-1.45
2015-07-17,50.89,50.91,51.23,50.14,-0.04
2015-07-16,50.91,51.62,52.17,50.84,-0.97
2015-07-15,51.41,53.4,53.5,51.21,-3.07
2015-07-14,53.04,52,53.43,50.88,1.61
2015-07-13,52.2,52.15,53.17,51.26,-1.02
2015-07-10,52.74,52.48,53.89,51.96,-0.08
2015-07-09,52.78,51.83,53.54,51.48,2.19
2015-07-08,51.65,52.91,52.96,50.91,-1.3
2015-07-07,52.33,52.75,53.43,50.58,-0.38
2015-07-06,52.53,56.42,56.79,52.41,-5.39
2015-07-03,55.52,56.6,56.78,55.42,-2.48
2015-07-02,56.93,56.87,57.95,56.5,-0.05
2015-07-01,56.96,58.98,58.98,56.68,-4.22
2015-06-30,59.47,58.27,59.69,57.94,1.95
2015-06-29,58.33,58.84,59.27,58.04,-2.18
2015-06-26,59.63,59.66,59.96,58.76,-0.12
2015-06-25,59.7,60.22,60.46,59.43,-0.95
2015-06-24,60.27,61.14,61.57,59.8,-1.21
2015-06-23,61.01,60.21,61.49,59.55,2.23
2015-06-22,59.68,59.44,60.3,58.93,0.12
2015-06-19,59.61,60.5,60.56,58.88,-1.39
2015-06-18,60.45,59.78,60.89,59.25,0.88
2015-06-17,59.92,60.03,61.38,58.85,-0.08
2015-06-16,59.97,59.6,60.37,59.42,0.76
2015-06-15,59.52,59.9,59.98,58.73,-0.73
2015-06-12,59.96,60.55,60.63,59.73,-1.33
2015-06-11,60.77,61.14,61.53,60.21,-1.07
2015-06-10,61.43,60.58,61.82,60.45,2.14
2015-06-09,60.14,58.31,60.68,58.23,3.44
2015-06-08,58.14,58.96,59.13,57.86,-1.67
2015-06-05,59.13,57.99,59.23,56.83,1.95
2015-06-04,58,59.57,59.94,57.83,-2.75
2015-06-03,59.64,61.02,61.43,59.34,-2.64
2015-06-02,61.26,60.18,61.58,60.09,1.76
2015-06-01,60.2,60.29,60.64,59.33,-0.17
2015-05-29,60.3,57.97,60.7,57.72,4.54
2015-05-28,57.68,57.63,58.07,56.51,0.3
2015-05-27,57.51,58.32,58.95,57.36,-0.9
2015-05-26,58.03,60.05,60.25,57.71,-3.03
2015-05-25,59.85,59.93,60.24,59.11,-0.12
2015-05-24,59.92,60.01,60.01,59.78,0.33
2015-05-22,59.72,60.66,60.8,59.35,-1.65
2015-05-21,60.72,58.81,60.94,58.69,2.95
2015-05-20,58.98,58.32,59.04,58.1,3
2015-05-19,57.26,59.54,59.63,57.09,-3.65
2015-05-18,59.43,59.85,60.88,59.06,-0.44
2015-05-15,59.69,59.67,59.97,58.42,-0.32
2015-05-14,59.88,60.1,60.84,59.36,-1.02
2015-05-13,60.5,61.23,61.85,60.02,-0.41
2015-05-12,60.75,59.27,61.36,59.12,2.53
2015-05-11,59.25,59.43,59.85,58.75,-0.24
2015-05-08,59.39,59.02,59.9,58.14,0.76
2015-05-07,58.94,60.69,61.31,58.49,-3.27
2015-05-06,60.93,60.72,62.58,60.54,0.88
2015-05-05,60.4,58.95,61.1,58.63,2.49
2015-05-04,58.93,59.3,59.73,58.45,-0.37
2015-05-01,59.15,59.79,59.9,58.32,-0.8
2015-04-30,59.63,58.55,59.85,58.38,1.79
2015-04-29,58.58,56.93,59.33,56.54,2.66
2015-04-28,57.06,56.65,57.83,56.07,0.12
2015-04-27,56.99,57.3,57.89,56.52,-0.28
2015-04-24,57.15,57.53,57.95,56.5,-1.02
2015-04-23,57.74,56.28,58.41,55.76,2.81
2015-04-22,56.16,56.34,57.19,55.73,1.63
2015-04-21,55.26,56.41,56.91,55.01,-1.99
2015-04-20,56.38,56.16,57.17,54.85,1.15
2015-04-17,55.74,56.56,56.88,55.31,-1.71
2015-04-16,56.71,55.92,57.42,55.07,0.57
2015-04-15,56.39,53.55,56.69,53.39,5.82
2015-04-14,53.29,52.05,53.79,51.83,2.66
2015-04-13,51.91,51.81,53.1,51.47,0.52
2015-04-10,51.64,50.73,51.93,50.08,1.67
2015-04-09,50.79,51,52.07,50.51,0.73
2015-04-08,50.42,53.18,53.23,50.37,-6.6
2015-04-07,53.98,51.95,54.13,51.17,3.53
2015-04-06,52.14,49.47,52.24,49.47,6.11
2015-04-03,49.14,49.14,49.14,49.14,0
2015-04-02,49.14,49.59,50.27,48.11,-1.9
2015-04-01,50.09,47.55,50.45,47.05,5.23
2015-03-31,47.6,48.73,48.73,47.28,-2.22
2015-03-30,48.68,48.57,49.16,47.61,-0.39
2015-03-27,48.87,51.01,51.38,48.21,-4.98
2015-03-26,51.43,49.02,52.48,48.73,4.51
2015-03-25,49.21,47.72,49.46,47,3.58
2015-03-24,47.51,47.46,48.56,46.67,0.13
2015-03-23,47.45,46.41,47.61,45.33,3.78
2015-03-20,45.72,43.99,46.53,43.31,4
2015-03-19,43.96,44.6,44.71,42.75,-1.57
2015-03-18,44.66,42.51,45.34,42.03,2.76
2015-03-17,43.46,43.84,44.2,42.41,-0.96
2015-03-16,43.88,44.81,45,42.85,-2.14
2015-03-13,44.84,46.93,47.28,44.75,-4.7
2015-03-12,47.05,48.44,48.76,46.86,-2.33
2015-03-11,48.17,48.77,49.05,47.33,-0.25
2015-03-10,48.29,50.08,50.36,48.2,-3.42
2015-03-09,50,49.6,50.79,49.25,0.79
2015-03-06,49.61,50.89,51.22,48.88,-2.27
2015-03-05,50.76,51.62,52.4,50.61,-1.49
2015-03-04,51.53,50.61,51.99,49.6,2
2015-03-03,50.52,49.8,50.83,49.45,1.88
2015-03-02,49.59,49.45,51.04,48.71,-0.34
2015-02-27,49.76,48.97,49.94,48.46,3.3
2015-02-26,48.17,51,51.22,47.8,-5.53
2015-02-25,50.99,49.16,51.28,48.43,3.47
2015-02-24,49.28,49.42,50.33,48.68,-0.34
2015-02-23,49.45,50.75,50.99,48.67,-1.77
2015-02-20,50.34,51.24,51.85,49.91,-1.6
2015-02-19,51.16,50.55,52.14,49.15,-1.88
2015-02-18,52.14,53.24,53.41,50.32,-2.6
2015-02-17,53.53,52.75,54.15,50.81,-0.15
2015-02-16,53.61,54.04,54.08,52.92,-0.82
2015-02-15,54.06,53.75,54.42,53.71,2.42
2015-02-13,52.78,51.35,53.43,51.03,3.07
2015-02-12,51.21,49.42,51.6,49.14,4.85
2015-02-11,48.84,50.98,51.14,48.05,-2.36
2015-02-10,50.02,52.43,52.65,49.86,-5.37
2015-02-09,52.86,52.01,53.99,51.65,2.26
2015-02-06,51.69,50.86,53.16,50.72,2.4
2015-02-05,50.48,48.67,52.1,47.36,4.19
2015-02-04,48.45,51.67,52.56,47.95,-8.67
2015-02-03,53.05,49.79,54.24,49.69,7.02
2015-02-02,49.57,47.59,50.56,46.67,2.76
2015-01-30,48.24,44.63,48.35,44.31,8.33
2015-01-29,44.53,44.43,44.96,43.58,0.18
2015-01-28,44.45,45.83,45.83,44.08,-3.85
2015-01-27,46.23,45.13,46.55,44.81,2.39
2015-01-26,45.15,45.2,46.41,44.35,-0.97
2015-01-23,45.59,46.63,47.76,45.21,-1.55
2015-01-22,46.31,47.35,49.09,45.87,-3.08
2015-01-21,47.78,46.69,48.2,46.55,3
2015-01-20,46.39,48.69,48.77,45.89,-2.91
2015-01-19,47.78,48.84,49.19,47.64,-2.18
2015-01-18,48.85,48.95,49.06,48.78,0.32
2015-01-16,48.69,46.35,48.87,45.95,5.28
2015-01-15,46.25,48.6,51.27,46.07,-4.6
2015-01-14,48.48,46.16,48.91,45.01,5.64
2015-01-13,45.89,45.69,46.79,44.2,-0.39
2015-01-12,46.07,48.19,48.19,45.62,-4.74
2015-01-09,48.36,48.92,49.61,47.16,-0.88
2015-01-08,48.79,48.78,49.65,47.73,0.29
2015-01-07,48.65,48,49.31,46.83,1.5
2015-01-06,47.93,50,50.37,47.55,-4.22
2015-01-05,50.04,52.61,52.73,49.68,-5.03
2015-01-02,52.69,53.76,55.11,52.03,-3.44
2015-01-01,54.56,53.73,54.85,53.72,2.43
2014-12-31,53.27,53.87,54.02,52.44,-1.57
2014-12-30,54.12,53.72,54.32,52.7,0.95
2014-12-29,53.61,55.05,55.74,52.9,-2.05
2014-12-26,54.73,55.86,56.59,54.51,-2.13
2014-12-25,55.92,55.87,56.05,55.73,0.14
2014-12-24,55.84,56.8,57.15,55.07,-2.24
2014-12-23,57.12,55.39,57.56,55.06,3.37
2014-12-22,55.26,57.75,58.53,55.13,-2.23
2014-12-19,56.52,55.5,56.91,54.2,4.45
2014-12-18,54.11,55.83,58.73,54.05,-4.18
2014-12-17,56.47,55.5,58.98,54.21,0.97
2014-12-16,55.93,55.4,57.15,53.6,0.04
2014-12-15,55.91,57.07,58.73,55.02,-3.29
2014-12-12,57.81,59.17,59.57,57.34,-3.57
2014-12-11,59.95,61.12,61.68,58.96,-1.62
2014-12-10,60.94,63.33,63.43,60.43,-4.51
2014-12-09,63.82,63.01,64.2,62.25,1.22
2014-12-08,63.05,65.46,65.55,62.78,-4.24
2014-12-05,65.84,66.8,66.89,65.17,-1.45
2014-12-04,66.81,67.4,68.22,66.09,-0.85
2014-12-03,67.38,67.6,68.23,66.8,0.75
2014-12-02,66.88,69.24,69.32,66.67,-3.07
2014-12-01,69,66,69.54,63.72,4.31
2014-11-28,66.15,73.5,73.56,65.69,-3.5
2014-11-27,68.55,73.54,73.55,67.77,-6.98
2014-11-26,73.69,73.87,74.48,73.3,-0.54
2014-11-25,74.09,75.51,76.58,73.71,-2.23
2014-11-24,75.78,76.62,77.02,75.45,-0.95
2014-11-21,76.51,76.29,77.83,75.62,1.23
2014-11-20,75.58,74.25,75.76,74.17,1.34
2014-11-19,74.58,74.23,75.4,73.88,-0.04
2014-11-18,74.61,75.49,76.44,74.12,-1.36
2014-11-17,75.64,75.93,76.18,74.71,-0.24
2014-11-14,75.82,74.36,76.3,73.25,2.17
2014-11-13,74.21,76.95,77.16,74.07,-3.85
2014-11-12,77.18,77.5,78.08,76.63,-0.98
2014-11-11,77.94,77.18,78.04,76.42,0.7
2014-11-10,77.4,78.5,79.85,77.13,-1.59
2014-11-07,78.65,77.86,79.41,77.47,0.95
2014-11-06,77.91,78.87,78.98,77.12,-0.98
2014-11-05,78.68,77.36,79.35,76.46,1.93
2014-11-04,77.19,78.22,78.41,75.84,-2.02
2014-11-03,78.78,80.59,80.98,78.08,-2.19
2014-10-31,80.54,81.04,81.27,79.55,-0.71
2014-10-30,81.12,81.93,82.09,80.72,-1.31
2014-10-29,82.2,81.55,82.88,81.44,0.96
2014-10-28,81.42,80.64,81.66,80.36,0.52
2014-10-27,81,81.27,81.29,79.44,-0.01
2014-10-24,81.01,81.95,81.95,80.36,-1.32
2014-10-23,82.09,80.42,82.37,80.05,1.95
2014-10-22,80.52,82.55,83.15,80.22,-2.77
2014-10-21,82.81,82.76,84.05,82.29,0.12
2014-10-20,82.71,83.13,83.48,81.55,-0.05
2014-10-17,82.75,83.18,84.45,82.44,0.06
2014-10-16,82.7,81.06,84.83,79.78,1.12
2014-10-15,81.78,82.32,82.45,80.01,-0.07
2014-10-14,81.84,84.98,85.6,81.32,-4.55
2014-10-13,85.74,85.2,85.87,84.07,-0.09
2014-10-10,85.82,84.39,86.29,83.59,0.06
2014-10-09,85.77,87.73,87.95,84.06,-1.76
2014-10-08,87.31,88.43,88.63,86.83,-1.73
2014-10-07,88.85,90.45,90.57,88.38,-1.65
2014-10-06,90.34,89.77,90.74,88.76,0.67
2014-10-03,89.74,91.38,91.79,89.36,-1.4
2014-10-02,91.01,90.74,91.54,88.18,0.31
2014-10-01,90.73,91.36,92.96,90.47,-0.47
2014-09-30,91.16,94.34,94.9,90.86,-3.61
2014-09-29,94.57,93.35,94.64,92.74,1.1
2014-09-26,93.54,92.47,93.86,92.23,1.09
2014-09-25,92.53,92.89,93.54,92.05,-0.29
2014-09-24,92.8,91.72,93.29,91.12,1.35
2014-09-23,91.56,90.7,92.09,90.58,0.04
2014-09-22,91.52,92.22,92.64,91.2,-0.96
2014-09-19,92.41,92.97,93.22,91.85,-0.71
2014-09-18,93.07,93.97,94.82,92.85,-1.43
2014-09-17,94.42,94.71,95.06,93.74,-0.48
2014-09-16,94.88,92.81,95.19,92.46,2.11
2014-09-15,92.92,92.13,93.03,90.63,0.7
2014-09-12,92.27,93.05,93.67,91.96,-0.6
2014-09-11,92.83,91.71,93.44,90.43,1.27
2014-09-10,91.67,92.79,93.03,91.22,-1.16
2014-09-09,92.75,93.11,93.94,92.52,0.1
2014-09-08,92.66,93.49,93.62,91.8,-0.68
2014-09-05,93.29,94.57,94.99,92.86,-1.23
2014-09-04,94.45,95.07,95.39,94.16,-1.14
2014-09-03,95.54,93.28,95.83,93.06,2.86
2014-09-02,92.88,95.81,95.91,92.68,-3.08
2014-09-01,95.83,95.76,95.9,95.51,-0.14
2014-08-29,95.96,94.56,96,94.48,1.49
2014-08-28,94.55,93.75,94.71,93.45,0.71
2014-08-27,93.88,93.88,94.24,93.36,0.02
2014-08-26,93.86,93.36,94.35,93.35,0.55
2014-08-25,93.35,93.34,93.95,93.05,-0.32
2014-08-22,93.65,93.89,94.04,92.92,-0.33
2014-08-21,93.96,93.49,94.45,92.5,-2.2
2014-08-20,96.07,94.7,96.47,94.7,1.68
2014-08-19,94.48,96.56,97.05,94.26,-2
2014-08-18,96.41,97.1,97.16,95.81,-0.97
2014-08-15,97.35,95.5,97.41,95.32,1.85
2014-08-14,95.58,97.3,97.59,95.26,-2.06
2014-08-13,97.59,97.2,97.78,96.75,0.23
2014-08-12,97.37,97.84,97.94,96.81,-0.72
2014-08-11,98.08,97.54,98.58,97.37,0.44
2014-08-08,97.65,97.64,98.45,97.15,0.32
2014-08-07,97.34,96.89,97.72,96.55,0.43
2014-08-06,96.92,97.62,98.13,96.69,-0.47
2014-08-05,97.38,98.41,98.67,97,-0.93
2014-08-04,98.29,97.67,98.67,97.43,0.42
2014-08-01,97.88,97.7,98.1,97.09,-0.3
2014-07-31,98.17,99.47,99.85,97.6,-2.09
2014-07-30,100.27,101.03,101.67,99.42,-0.69
2014-07-29,100.97,101.6,101.83,100.37,-0.69
2014-07-28,101.67,101.87,102.1,100.9,-0.41
2014-07-25,102.09,102.04,102.53,101,0.02
2014-07-24,102.07,103.2,103.31,101.88,-1.02
2014-07-23,103.12,101.96,103.34,101.79,-1.24
2014-07-22,104.42,104.58,105.25,103.89,-0.16
2014-07-21,104.59,102.97,104.99,102.65,1.42
2014-07-18,103.13,103.72,103.94,102.58,-0.06
2014-07-17,103.19,101.49,103.9,101.27,1.97
2014-07-16,101.2,100.21,101.6,100.07,1.24
2014-07-15,99.96,100.93,101.06,99.01,-0.94
2014-07-14,100.91,100.46,101.2,100.22,0.08
2014-07-11,100.83,102.86,102.92,100.44,-2.04
2014-07-10,102.93,101.95,103,101.55,0.63
2014-07-09,102.29,103.45,103.6,101.85,-1.07
2014-07-08,103.4,103.39,104.2,103.01,-0.13
2014-07-07,103.53,104.06,104.09,103.19,-0.22
2014-07-04,103.76,104.11,104.13,103.64,-0.29
2014-07-03,104.06,104.27,104.29,103.67,-0.4
2014-07-02,104.48,105.21,105.53,104.1,-0.82
2014-07-01,105.34,105.44,106.09,104.6,-0.03
2014-06-30,105.37,105.69,105.76,104.66,-0.35
2014-06-27,105.74,105.64,106.19,105.33,-0.09
2014-06-26,105.84,106.71,106.81,105.03,-0.62
2014-06-25,106.5,106.14,107.5,105.47,0.44
2014-06-24,106.03,106.02,106.46,105.25,-0.13
2014-06-23,106.17,107.42,107.45,105.91,-1.02
2014-06-20,107.26,106.6,107.73,106.33,0.78
2014-06-19,106.43,106.11,106.7,105.32,0.43
2014-06-18,105.97,106.6,106.97,105.8,-0.37
2014-06-17,106.36,106.59,107.18,106.01,-0.51
2014-06-16,106.9,106.88,107.54,106.57,-0.01
2014-06-13,106.91,106.84,107.68,106.37,0.36
2014-06-12,106.53,104.47,106.95,104.35,2.04
2014-06-11,104.4,104.3,104.81,104.17,0.05
2014-06-10,104.35,104.46,105.06,103.98,-0.06
2014-06-09,104.41,102.78,104.57,102.62,1.7
2014-06-06,102.66,102.44,103.07,102.3,0.18
2014-06-05,102.48,102.37,102.69,101.6,-0.16
2014-06-04,102.64,102.79,103.69,102.34,-0.02
2014-06-03,102.66,102.44,102.86,102.23,0.19
2014-06-02,102.47,102.92,103.35,102.1,-0.23
2014-05-30,102.71,103.51,103.56,102.4,-0.84
2014-05-29,103.58,103.06,103.94,102.61,0.84
2014-05-28,102.72,104.14,104.39,102.64,-1.34
2014-05-27,104.11,104.34,104.5,103.57,-0.16
